datetime,Anemometer;wind_speed;Avg (m/s),Anemometer;wind_speed;Max (m/s),Anemometer;wind_speed;Min (m/s),Anemometer;wind_speed;StdDev (m/s),Anemometer;wind_speed;Count (),Wind Vane TMR;wind_direction;Avg (°),Wind Vane TMR;wind_direction;StdDev (°),Wind Vane TMR;wind_direction;Count (),Hygro/Thermo;humidity;Avg (%),Hygro/Thermo;humidity;Max (%),Hygro/Thermo;humidity;Min (%),Hygro/Thermo;humidity;StdDev (%),Hygro/Thermo;humidity;Count (),Hygro/Thermo;temperature;Avg (°C),Hygro/Thermo;temperature;Max (°C),Hygro/Thermo;temperature;Min (°C),Hygro/Thermo;temperature;StdDev (°C),Hygro/Thermo;temperature;Count (),Barometer;air_pressure;Avg (hPa),Barometer;air_pressure;Max (hPa),Barometer;air_pressure;Min (hPa),Barometer;air_pressure;StdDev (hPa),Barometer;air_pressure;Count (),DHI (Diffuse Horizontal Irradiance);solar_irradiance;Avg (W/m²),DHI (Diffuse Horizontal Irradiance);solar_irradiance;Max (W/m²),DHI (Diffuse Horizontal Irradiance);solar_irradiance;Min (W/m²),DHI (Diffuse Horizontal Irradiance);solar_irradiance;StdDev (W/m²),DHI (Diffuse Horizontal Irradiance);solar_irradiance;Count (),GHI (Global Horizontal Irradiance);solar_irradiance;Avg (W/m²),GHI (Global Horizontal Irradiance);solar_irradiance;Max (W/m²),GHI (Global Horizontal Irradiance);solar_irradiance;Min (W/m²),GHI (Global Horizontal Irradiance);solar_irradiance;StdDev (W/m²),GHI (Global Horizontal Irradiance);solar_irradiance;Count (),DNI (Direct Normal Irradiance) Pyrheliometer;solar_DNI;Avg (W/m²),DNI (Direct Normal Irradiance) Pyrheliometer;solar_DNI;Max (W/m²),DNI (Direct Normal Irradiance) Pyrheliometer;solar_DNI;Min (W/m²),DNI (Direct Normal Irradiance) Pyrheliometer;solar_DNI;StdDev (W/m²),DNI (Direct Normal Irradiance) Pyrheliometer;solar_DNI;Count (),Precipitation;precipitation;Count (),Precipitation;precipitation;Sum (mm),GTI (Global Tilt Irradiance) PV Cell;voltage;Avg (W/m2),GTI (Global Tilt Irradiance) PV Cell;voltage;Max (W/m2),GTI (Global Tilt Irradiance) PV Cell;voltage;Min (W/m2),GTI (Global Tilt Irradiance) PV Cell;voltage;StdDev (W/m2),GTI (Global Tilt Irradiance) PV Cell;voltage;Count (),A1;channel;Avg (V),A1;channel;Max (V),A1;channel;Min (V),A1;channel;StdDev (V),A2;channel;Avg (V),A2;channel;Max (V),A2;channel;Min (V),A2;channel;StdDev (V),A3;channel;Avg (V),A3;channel;Max (V),A3;channel;Min (V),A3;channel;StdDev (V),A4;channel;Avg (V),A4;channel;Max (V),A4;channel;Min (V),A4;channel;StdDev (V),A5;channel;Avg (V),A5;channel;Max (V),A5;channel;Min (V),A5;channel;StdDev (V),A6;channel;Avg (V),A6;channel;Max (V),A6;channel;Min (V),A6;channel;StdDev (V),A7;channel;Avg (V),A7;channel;Max (V),A7;channel;Min (V),A7;channel;StdDev (V),C1;channel;Avg (I),C1;channel;Max (I),C1;channel;Min (I),C1;channel;StdDev (I),C2;channel;Avg (I),C2;channel;Max (I),C2;channel;Min (I),C2;channel;StdDev (I),D1;channel;Avg (),D1;channel;Max (),D1;channel;Min (),D1;channel;StdDev (),T;channel;Avg (°C),I;channel;Avg (mA),I;channel;Max (mA),I;channel;Min (mA),V;channel;Avg (V),V;channel;Max (V),V;channel;Min (V)
2021-03-20 18:20:00,2.4556,4.81,0.5136,0.9183,120,145.8814,30.3208,120,71.162,71.3523,70.9555,0.1186,120,27.5952,27.6281,27.5732,0.0139,120,1007.8262,1007.9775,1007.7578,0.0784,120,0,0,0,0,120,0,0,0,0,120,13.8754,14.2604,13.7689,0.2033,120,120,0,0,0,0,0,120,3.4638,3.4663,3.4626,0.0013,0.5759,0.5763,0.5757,0.0001,0.7116,0.7135,0.7096,0.0012,-0.0001,-0.0001,-0.0001,0,-0.003,-0.0028,-0.0032,0.0001,0,0,0,0,0,0,0,0,244.0917,500,33,99.8158,0,0,0,0,410.0167,575,41,88.7684,38,39.1833,45,37,24.52,24.57,24.52
2021-03-20 18:30:00,2.8854,5.3252,1.2036,1.07,120,149.3193,35.8845,120,71.412,71.5659,71.2607,0.0915,120,27.6033,27.6281,27.5793,0.0123,120,1007.9698,1008.179,1007.7761,0.071,120,0,0,0,0,120,0,0,0,0,120,13.9205,14.2604,13.7689,0.2279,120,120,0,0,0,0,0,120,3.4662,3.4696,3.4629,0.0012,0.576,0.5763,0.5758,0.0001,0.7141,0.7157,0.7126,0.0009,-0.0001,-0.0001,-0.0001,0,-0.0031,-0.0029,-0.0034,0.0001,0,0,0,0,0,0,0,0,290.8,556,108,116.3074,0,0,0,0,430.9833,949,44,113.1871,37.5,39.1333,45,39,24.52,24.52,24.48
2021-03-20 18:40:00,2.6112,5.1688,0.8816,0.9922,120,159.1855,33.44,120,71.628,71.8711,71.4438,0.1283,120,27.6046,27.6495,27.5823,0.0174,120,1008.019,1008.1606,1007.9409,0.0848,120,0,0,0,0,120,0,0,0,0,120,13.9614,14.2604,13.2775,0.2492,120,120,0,0,0,0,0,120,3.467,3.4693,3.4657,0.0014,0.576,0.5765,0.5758,0.0002,0.7163,0.7187,0.7144,0.0013,-0.0001,-0.0001,-0.0001,0,-0.0031,-0.0029,-0.0034,0.0001,0,0,0,0,0,0,0,0,261,539,73,107.8456,0,0,0,0,451.5667,713,169,96.3317,37,39.2167,45,39,24.49,24.52,24.48
2021-03-20 18:50:00,2.3883,4.5524,0.8356,0.8493,120,149.3114,37.0349,120,71.7533,71.8711,71.6269,0.0563,120,27.599,27.6434,27.5579,0.0255,120,1008.076,1008.1606,1007.9409,0.0881,120,0,0,0,0,120,0,0,0,0,120,13.8754,14.2604,13.7689,0.2033,120,120,0,0,0,0,0,120,3.4679,3.4693,3.4657,0.0015,0.576,0.5764,0.5756,0.0003,0.7175,0.7187,0.7163,0.0006,-0.0001,-0.0001,-0.0001,0,-0.0035,-0.003,-0.0039,0.0002,0,0,0,0,0,0,0,0,236.775,472,68,92.3195,0,0,0,0,432.5667,1017,187,115.1267,37,39.2,45,39,24.48,24.52,24.48
2021-03-20 19:00:00,2.4764,4.3868,0.8816,0.7912,120,146.2048,30.783,120,71.9202,72.0542,71.7185,0.0905,120,27.5091,27.5579,27.4847,0.0167,120,1008.2017,1008.3438,1008.1057,0.0911,120,0,0,0,0,120,0,0,0,0,120,13.8959,14.2604,13.7689,0.216,120,120,0,0,0,0,0,120,3.47,3.4724,3.4684,0.0015,0.5751,0.5756,0.5748,0.0002,0.7192,0.7205,0.7172,0.0009,-0.0001,-0.0001,-0.0001,0,-0.0039,-0.0038,-0.0041,0.0001,0,0,0,0,0,0,0,0,246.35,454,73,86.0025,0,0,0,0,419.425,860,223,93.8368,37,39.1333,45,39,24.47,24.48,24.43
2021-03-20 19:10:00,2.0137,4.1936,0.7252,0.7604,120,146.7817,35.989,120,72.1592,72.2983,71.9321,0.0914,120,27.4924,27.5243,27.4663,0.0142,120,1008.2307,1008.3438,1008.124,0.0968,120,0,0,0,0,120,0,0,0,0,120,13.9287,14.2604,13.7689,0.2312,120,120,0,0,0,0,0,120,3.4705,3.4724,3.4687,0.0016,0.5749,0.5752,0.5747,0.0001,0.7216,0.723,0.7193,0.0009,-0.0001,-0.0001,-0.0001,0,-0.0039,-0.0035,-0.0043,0.0002,0,0,0,0,0,0,0,0,196.05,433,56,82.6534,0,0,0,0,423.8833,997,111,116.5485,37,39.0833,41,39,24.44,24.48,24.43
2021-03-20 19:20:00,2.3987,5.0584,0.7528,0.8734,120,143.2447,34.0088,120,72.3299,72.4204,72.2068,0.0583,120,27.517,27.5274,27.4999,0.006,120,1008.3329,1008.5269,1008.124,0.1069,120,0,0,0,0,120,0,0,0,0,120,13.945,14.2604,13.7689,0.2366,120,120,0,0,0,0,0,120,3.4722,3.4754,3.4687,0.0018,0.5752,0.5753,0.575,0.0001,0.7233,0.7242,0.7221,0.0006,-0.0001,-0.0001,-0.0001,0,-0.0035,-0.0033,-0.0038,0.0001,0,0,0,0,0,0,0,0,237.9,527,59,94.9306,0,0,0,0,402.6167,627,74,98.9916,37,39.2667,45,39,24.43,24.43,24.43
2021-03-20 19:30:00,3.446,5.9416,1.4336,1.0197,120,145.9815,23.9791,120,72.423,72.512,72.2983,0.0562,120,27.4761,27.503,27.448,0.0115,120,1008.4605,1008.5269,1008.3254,0.0782,120,0,0,0,0,120,0,0,0,0,120,14.0229,14.2604,13.7689,0.2466,120,120,0,0,0,0,0,120,3.4743,3.4754,3.4721,0.0013,0.5748,0.575,0.5745,0.0001,0.7242,0.7251,0.723,0.0006,-0.0001,-0.0001,-0.0001,0,-0.0037,-0.0034,-0.0039,0.0001,0,0,0,0,0,0,0,0,351.7417,623,133,110.8392,0,0,0,0,414.8667,676,259,69.3363,37,39.1833,45,39,24.42,24.43,24.38
2021-03-20 19:40:00,3.0658,6.4016,0.854,0.9508,120,151.6848,27.5764,120,72.5908,72.6646,72.4815,0.0442,120,27.4852,27.4999,27.4694,0.0073,120,1008.4417,1008.6917,1008.3071,0.09,120,0,0,0,0,120,0,0,0,0,120,13.9942,14.2604,13.7689,0.2459,120,120,0,0,0,0,0,120,3.474,3.4782,3.4718,0.0015,0.5748,0.575,0.5747,0.0001,0.7259,0.7266,0.7248,0.0004,-0.0001,-0.0001,-0.0001,0,-0.0039,-0.0034,-0.0041,0.0002,0,0,0,0,0,0,0,0,310.4167,673,70,103.3518,0,0,0,0,429.6333,604,159,79.7152,37,39.15,45,39,24.38,24.43,24.38
2021-03-20 19:50:00,2.6146,5.5092,1.0564,0.8719,120,141.122,32.8164,120,72.6458,72.6951,72.573,0.0343,120,27.4425,27.4786,27.3962,0.0255,120,1008.5035,1008.71,1008.3254,0.0462,120,0,0,0,0,120,0,0,0,0,120,13.9328,14.2604,13.7689,0.2326,120,120,0,0,0,0,0,120,3.4751,3.4785,3.4721,0.0008,0.5744,0.5748,0.574,0.0003,0.7265,0.727,0.7257,0.0003,-0.0001,-0.0001,-0.0001,0,-0.0039,-0.0034,-0.0041,0.0001,0,0,0,0,0,0,0,0,261.375,576,92,94.7742,0,0,0,0,398.5417,612,152,94.0422,37,39.25,45,39,24.38,24.43,24.38
2021-03-20 20:00:00,2.7283,4.5892,1.0196,0.8131,120,148.2651,30.4567,120,72.7205,72.7866,72.6646,0.0368,120,27.3766,27.4053,27.3534,0.0148,120,1008.6074,1008.71,1008.4902,0.096,120,0,0,0,0,120,0,0,0,0,120,13.9368,14.2604,13.2775,0.2426,120,120,0,0,0,0,0,120,3.4768,3.4785,3.4748,0.0016,0.5738,0.574,0.5735,0.0001,0.7272,0.7279,0.7266,0.0004,-0.0001,-0.0001,-0.0001,0,-0.004,-0.0035,-0.0043,0.0002,0,0,0,0,0,0,0,0,273.7333,476,88,88.3789,0,0,0,0,425.3417,958,199,94.9147,37,39.15,45,39,24.36,24.38,24.32
2021-03-20 20:10:00,2.7885,4.764,1.0288,0.7641,120,149.5219,23.6143,120,72.8388,72.9698,72.6951,0.0577,120,27.363,27.387,27.3412,0.0112,120,1008.712,1008.9114,1008.4902,0.0862,120,0,0,0,0,120,0,0,0,0,120,14.0229,14.2604,13.7689,0.2466,120,120,0,0,0,0,0,120,3.4785,3.4819,3.4748,0.0014,0.5736,0.5739,0.5734,0.0001,0.7284,0.7297,0.727,0.0006,-0.0001,-0.0001,-0.0001,0,-0.0039,-0.0033,-0.0042,0.0002,0,0,0,0,0,0,0,0,280.275,495,89,83.0532,0,0,0,0,424.35,750,152,70.2892,36.3,39.2667,45,39,24.33,24.38,24.32
2021-03-20 20:20:00,2.3567,4.6812,1.0288,0.8447,120,146.8552,30.0067,120,72.9993,73.0918,72.8477,0.0542,120,27.4009,27.4236,27.3778,0.0112,120,1008.8104,1008.9114,1008.6734,0.0977,120,0,0,0,0,120,0,0,0,0,120,13.9778,14.2604,13.2775,0.2522,120,120,0,0,0,0,0,120,3.4802,3.4819,3.4779,0.0016,0.574,0.5742,0.5738,0.0001,0.73,0.7309,0.7285,0.0005,-0.0001,-0.0001,-0.0001,0,-0.0036,-0.0033,-0.0038,0.0001,0,0,0,0,0,0,0,0,233.3333,486,89,91.8205,0,0,0,0,425.8417,987,240,101.7174,36,39.3,45,39,24.32,24.32,24.27
2021-03-20 20:30:00,3.0121,5.6656,0.6148,1.147,120,143.6111,26.6426,120,72.9886,73.0918,72.8477,0.0483,120,27.3709,27.4145,27.329,0.0251,120,1008.8775,1009.0762,1008.6734,0.0733,120,0,0,0,0,120,0,0,0,0,120,13.986,14.2604,13.7689,0.2451,120,120,0,0,0,0,0,120,3.4813,3.4846,3.4779,0.0012,0.5737,0.5741,0.5733,0.0003,0.7299,0.7309,0.7285,0.0005,-0.0001,-0.0001,-0.0001,0,-0.0036,-0.0035,-0.0039,0.0001,0,0,0,0,0,0,0,0,304.575,593,44,124.6727,0,0,0,0,409.2583,735,209,78.4099,36,39.1833,45,39,24.3,24.32,24.27
2021-03-20 20:40:00,2.607,5.6196,0.716,1.1557,120,146.6258,35.5763,120,73.0173,73.1529,72.9392,0.0565,120,27.3059,27.3382,27.2741,0.0204,120,1009.0155,1009.2593,1008.8748,0.1066,120,0,0,0,0,120,0,0,0,0,120,13.9368,14.2604,13.7689,0.2341,120,120,0,0,0,0,0,120,3.4836,3.4877,3.4812,0.0018,0.5731,0.5734,0.5727,0.0002,0.7302,0.7315,0.7294,0.0006,-0.0001,-0.0001,-0.0001,0,-0.0035,-0.0032,-0.0038,0.0001,0,0,0,0,0,0,0,0,260.5417,588,55,125.6166,0,0,0,0,419.4917,819,134,105.7932,36,39.2833,45,39,24.28,24.32,24.27
2021-03-20 20:50:00,2.9537,5.454,0.8172,1.0769,120,142.6667,32.8075,120,73.1328,73.2139,73.0003,0.0511,120,27.277,27.2954,27.2466,0.0107,120,1008.9708,1009.2593,1008.8565,0.093,120,0,0,0,0,120,0,0,0,0,120,14.0392,14.2604,13.7689,0.2455,120,120,0,0,0,0,0,120,3.4828,3.4877,3.4809,0.0016,0.5728,0.5729,0.5725,0.0001,0.7313,0.7321,0.73,0.0005,-0.0001,-0.0001,-0.0001,0,-0.0034,-0.003,-0.0037,0.0002,0,0,0,0,0,0,0,0,298.225,570,66,117.056,0,0,0,0,411.5,985,37,109.5968,36,39.1333,45,39,24.27,24.32,24.27
2021-03-20 21:00:00,2.5834,5.7392,0.7804,1.0539,120,147.6071,37.3788,120,73.0033,73.1223,72.8782,0.0577,120,27.2334,27.2558,27.2069,0.0134,120,1009.0661,1009.2593,1008.8748,0.0665,120,0,0,0,0,120,0,0,0,0,120,13.9491,14.7535,13.7689,0.2463,120,120,0,0,0,0,0,120,3.4844,3.4877,3.4812,0.0011,0.5723,0.5726,0.5721,0.0001,0.73,0.7312,0.7288,0.0006,-0.0001,-0.0001,-0.0001,0,-0.0033,-0.003,-0.0037,0.0002,0,0,0,0,0,0,0,0,257.975,601,62,114.5494,0,0,0,0,418.9667,888,60,112.6565,36,39.1833,45,39,24.26,24.27,24.23
2021-03-20 21:10:00,3.1247,5.546,1.4152,0.8851,120,144.4953,32.7843,120,73.0148,73.1223,72.9392,0.0444,120,27.2582,27.2954,27.2375,0.0159,120,1009.1142,1009.2593,1008.8748,0.0898,120,0,0,0,0,120,0,0,0,0,120,14.0393,14.7535,13.7689,0.2616,120,120,0,0,0,0,0,120,3.4852,3.4877,3.4812,0.0015,0.5726,0.5729,0.5724,0.0002,0.7301,0.7312,0.7294,0.0004,-0.0001,-0.0001,-0.0001,0,-0.0036,-0.0034,-0.0038,0.0001,0,0,0,0,0,0,0,0,316.8167,580,131,96.2078,0,0,0,0,409.3833,668,162,94.8083,36,39.25,43,39,24.24,24.27,24.23
2021-03-20 21:20:00,2.8336,6.3096,0.6424,0.9734,120,140.11,22.9278,120,73.0773,73.1223,73.0308,0.0209,120,27.3241,27.3443,27.2954,0.0116,120,1009.0616,1009.2593,1008.8748,0.055,120,0,0,0,0,120,0,0,0,0,120,13.9819,14.2604,13.7689,0.2446,120,120,0,0,0,0,0,120,3.4844,3.4877,3.4812,0.0009,0.5732,0.5734,0.5729,0.0001,0.7308,0.7312,0.7303,0.0002,-0.0001,-0.0001,-0.0001,0,-0.0035,-0.0034,-0.0037,0.0001,0,0,0,0,0,0,0,0,285.175,663,47,105.8002,0,0,0,0,397.425,638,233,66.0809,36,39.2833,45,37,24.23,24.27,24.23
2021-03-20 21:30:00,2.3919,4.2948,0.8816,0.785,120,143.9429,26.8676,120,73.1669,73.2749,73.0613,0.0617,120,27.3341,27.3504,27.3168,0.008,120,1009.0835,1009.2593,1008.8748,0.0658,120,0,0,0,0,120,0,0,0,0,120,13.9778,14.2604,13.7689,0.244,120,120,0,0,0,0,0,120,3.4847,3.4877,3.4812,0.0011,0.5733,0.5735,0.5732,0.0001,0.7317,0.7327,0.7306,0.0006,-0.0001,-0.0001,-0.0001,0,-0.0033,-0.0031,-0.0036,0.0001,0,0,0,0,0,0,0,0,237.1667,444,73,85.3313,0,0,0,0,407.6083,655,179,77.6461,36,39.3667,45,39,24.23,24.23,24.18
2021-03-20 21:40:00,2.0692,3.5036,0.6608,0.6333,120,146.4244,26.323,120,73.3268,73.4275,73.2444,0.0527,120,27.3573,27.3717,27.3412,0.0066,120,1009.0681,1009.241,1008.8748,0.0521,120,0,0,0,0,120,0,0,0,0,120,13.8713,14.2604,13.2775,0.2288,120,120,0,0,0,0,0,120,3.4845,3.4874,3.4812,0.0009,0.5736,0.5737,0.5734,0.0001,0.7333,0.7343,0.7324,0.0005,-0.0001,-0.0001,-0.0001,0,-0.0033,-0.0029,-0.0034,0.0001,0,0,0,0,0,0,0,0,202.0917,358,49,68.8411,0,0,0,0,416.9917,709,258,76.1185,36,39.2667,45,39,24.2,24.23,24.18
2021-03-20 21:50:00,2.1714,4.4696,0.5688,0.8327,120,138.3159,39.861,120,73.4115,73.4581,73.3665,0.0224,120,27.3147,27.3656,27.2649,0.0301,120,1009.0561,1009.241,1008.8748,0.0509,120,0,0,0,0,120,0,0,0,0,120,13.9205,14.2604,13.7689,0.2279,120,120,0,0,0,0,0,120,3.4843,3.4874,3.4812,0.0008,0.5732,0.5737,0.5726,0.0003,0.7341,0.7346,0.7337,0.0002,-0.0001,-0.0001,-0.0001,0,-0.0033,-0.003,-0.0035,0.0001,0,0,0,0,0,0,0,0,213.2,463,39,90.5134,0,0,0,0,392.1833,683,114,114.8371,36,39.2,45,39,24.18,24.23,24.13
2021-03-20 22:00:00,2.4633,5.4356,0.7528,0.9634,120,148.7404,28.9012,120,73.5066,73.6412,73.4275,0.0598,120,27.2616,27.271,27.2527,0.0046,120,1009.08,1009.241,1009.0396,0.0616,120,0,0,0,0,120,0,0,0,0,120,13.8918,14.2604,13.7689,0.2137,120,120,0,0,0,0,0,120,3.4847,3.4874,3.484,0.001,0.5726,0.5727,0.5725,0.0001,0.7351,0.7364,0.7343,0.0006,-0.0001,-0.0001,-0.0001,0,-0.0031,-0.0029,-0.0034,0.0001,0,0,0,0,0,0,0,0,244.925,568,59,104.7218,0,0,0,0,423.4583,713,204,83.7033,36,39.5167,45,39,24.18,24.18,24.13
2021-03-20 22:10:00,2.7307,5.0032,1.13,0.845,120,145.6181,27.2708,120,73.5598,73.6412,73.4886,0.0441,120,27.2292,27.271,27.1764,0.0288,120,1009.1443,1009.2593,1009.0396,0.0903,120,0,0,0,0,120,0,0,0,0,120,13.9287,14.2604,13.7689,0.2312,120,120,0,0,0,0,0,120,3.4857,3.4877,3.484,0.0015,0.5723,0.5727,0.5718,0.0003,0.7356,0.7364,0.7349,0.0004,-0.0001,-0.0001,-0.0001,0,-0.0035,-0.0033,-0.0038,0.0001,0,0,0,0,0,0,0,0,273.9917,521,100,91.8466,0,0,0,0,411.1417,624,73,80.8255,35.3,39.4167,45,39,24.16,24.18,24.13
2021-03-20 22:20:00,2.719,5.8772,1.0472,0.9378,120,149.2029,32.7943,120,73.556,73.6412,73.4581,0.0409,120,27.1698,27.1825,27.1581,0.0045,120,1009.0519,1009.241,1008.8565,0.0541,120,0,0,0,0,120,0,0,0,0,120,13.9491,14.2604,13.2775,0.2543,120,120,0,0,0,0,0,120,3.4842,3.4874,3.4809,0.0009,0.5717,0.5718,0.5716,0.0001,0.7356,0.7364,0.7346,0.0004,-0.0001,-0.0001,-0.0001,0,-0.0033,-0.003,-0.0038,0.0002,0,0,0,0,0,0,0,0,272.7167,616,91,101.9296,0,0,0,0,424.6667,721,153,94.5305,35,39.5167,45,39,24.13,24.18,24.13
2021-03-20 22:30:00,2.4009,4.2856,0.8908,0.814,120,141.9144,30.5572,120,73.5992,73.6717,73.5191,0.0388,120,27.1305,27.1703,27.1032,0.0191,120,1008.889,1009.0579,1008.655,0.0909,120,0,0,0,0,120,0,0,0,0,120,13.8836,14.2604,13.2775,0.2182,120,120,0,0,0,0,0,120,3.4815,3.4843,3.4776,0.0015,0.5713,0.5717,0.571,0.0002,0.736,0.7367,0.7352,0.0004,-0.0001,-0.0001,-0.0001,0,-0.0032,-0.003,-0.0035,0.0001,0,0,0,0,0,0,0,0,238.1417,443,74,88.4802,0,0,0,0,401.7667,651,22,90.1373,35,39.3333,45,39,24.13,24.13,24.13
2021-03-20 22:40:00,2.9465,5.9048,0.7252,1.0731,120,151.1694,31.1233,120,73.6198,73.7327,73.4275,0.0753,120,27.1041,27.1154,27.0818,0.0063,120,1008.7771,1009.0579,1008.655,0.1048,120,0,0,0,0,120,0,0,0,0,120,13.8918,14.2604,13.7689,0.2137,120,120,0,0,0,0,0,120,3.4796,3.4843,3.4776,0.0017,0.571,0.5712,0.5708,0.0001,0.7362,0.7373,0.7343,0.0008,-0.0001,-0.0001,-0.0001,0,-0.0037,-0.0033,-0.0039,0.0001,0,0,0,0,0,0,0,0,297.4417,619,56,116.6434,0,0,0,0,430.35,733,194,90.2283,35,39.4,45,39,24.13,24.13,24.08
2021-03-20 22:50:00,3.1259,6.3464,1.1852,1.0424,120,143.2593,26.3845,120,73.4868,73.5496,73.4275,0.026,120,27.0701,27.0879,27.0543,0.0077,120,1008.6772,1008.8748,1008.4719,0.0567,120,0,0,0,0,120,0,0,0,0,120,13.9655,14.7535,13.7689,0.2501,120,120,0,0,0,0,0,120,3.478,3.4812,3.4745,0.0009,0.5707,0.5709,0.5705,0.0001,0.7349,0.7355,0.7343,0.0003,-0.0001,-0.0001,-0.0001,0,-0.0031,-0.0028,-0.0038,0.0003,0,0,0,0,0,0,0,0,316.9417,667,106,113.3,0,0,0,0,405.5167,597,225,75.5837,35,39.4333,45,39,24.09,24.13,24.08
2021-03-20 23:00:00,2.2579,5.1412,0.7436,0.8539,120,151.8523,33.023,120,73.5804,73.7022,73.4886,0.0591,120,27.0464,27.0666,27.033,0.0083,120,1008.6576,1008.8748,1008.4536,0.0836,120,0,0,0,0,120,0,0,0,0,120,13.9,14.2604,13.7689,0.2182,120,120,0,0,0,0,0,120,3.4776,3.4812,3.4742,0.0014,0.5705,0.5707,0.5703,0.0001,0.7358,0.737,0.7349,0.0006,-0.0001,-0.0001,-0.0001,0,-0.0033,-0.0029,-0.0036,0.0002,0,0,0,0,0,0,0,0,222.6,536,58,92.811,0,0,0,0,430.75,680,172,94.4066,35,39.6167,45,39,24.08,24.13,24.08
2021-03-20 23:10:00,2.5327,4.948,0.4952,0.8394,120,150.1563,29.2881,120,73.8647,73.9769,73.7022,0.0645,120,27.0647,27.0818,27.0299,0.0138,120,1008.5632,1008.8565,1008.4536,0.0994,120,0,0,0,0,120,0,0,0,0,120,13.9573,14.2604,13.7689,0.2399,120,120,0,0,0,0,0,120,3.4761,3.4809,3.4742,0.0017,0.5706,0.5708,0.5703,0.0001,0.7386,0.7398,0.737,0.0006,-0.0001,-0.0001,-0.0001,0,-0.0034,-0.003,-0.0037,0.0002,0,0,0,0,0,0,0,0,252.4667,515,31,91.2396,0,0,0,0,429.325,799,236,86.1053,35,39.5333,41,39,24.08,24.13,24.03
2021-03-20 23:20:00,2.1185,3.3748,0.67,0.7177,120,166.1124,33.3241,120,74.0303,74.0684,73.9463,0.0312,120,27.0453,27.0757,27.0055,0.019,120,1008.5569,1008.6917,1008.4536,0.0973,120,0,0,0,0,120,0,0,0,0,120,13.8222,14.2604,13.2775,0.1779,120,120,0,0,0,0,0,120,3.4759,3.4782,3.4742,0.0016,0.5705,0.5708,0.5701,0.0002,0.7403,0.7407,0.7395,0.0003,-0.0001,-0.0001,-0.0001,0,-0.0036,-0.0033,-0.0038,0.0001,0,0,0,0,0,0,0,0,207.45,344,50,78.009,0,0,0,0,466.2083,660,20,99.019,35,39.6333,45,39,24.07,24.08,24.03
2021-03-20 23:30:00,2.3194,4.1936,0.8724,0.7061,120,160.6514,28.5636,120,74.0247,74.0989,73.8243,0.0675,120,26.9666,27.0116,26.9079,0.0301,120,1008.5293,1008.6734,1008.4536,0.0902,120,0,0,0,0,120,0,0,0,0,120,13.8508,14.2604,13.7689,0.1839,120,120,0,0,0,0,0,120,3.4755,3.4779,3.4742,0.0015,0.5697,0.5701,0.5691,0.0003,0.7402,0.741,0.7382,0.0007,-0.0001,-0.0001,-0.0001,0,-0.0033,-0.0027,-0.0037,0.0002,0,0,0,0,0,0,0,0,229.2833,433,72,76.7504,0,0,0,0,456.3167,691,267,82.0002,35,39.6,45,39,24.04,24.08,24.03
2021-03-20 23:40:00,1.8688,3.5312,0.4032,0.629,120,170.2531,32.1219,120,73.9135,73.9769,73.8548,0.0299,120,26.8611,26.9109,26.8255,0.0257,120,1008.3537,1008.4719,1008.2705,0.0852,120,0,0,0,0,120,0,0,0,0,120,13.8099,14.2604,13.2775,0.1755,120,120,0,0,0,0,0,120,3.4726,3.4745,3.4712,0.0014,0.5686,0.5691,0.5683,0.0003,0.7391,0.7398,0.7385,0.0003,-0.0001,-0.0001,-0.0001,0,-0.0035,-0.0024,-0.0037,0.0003,0,0,0,0,0,0,0,0,180.3083,361,21,68.37,0,0,0,0,477.9167,696,0,97.4796,35,39.6333,41,39,24.03,24.03,24.03
2021-03-20 23:50:00,1.6428,3.2276,0.6148,0.4834,120,175.2937,27.0818,120,74.013,74.16,73.9158,0.0698,120,26.7606,26.8285,26.6973,0.04,120,1008.2916,1008.4719,1008.1057,0.0377,120,0,0,0,0,120,0,0,0,0,120,13.7607,14.2604,13.2775,0.191,120,120,0,0,0,0,0,120,3.4715,3.4745,3.4684,0.0006,0.5676,0.5683,0.567,0.0004,0.7401,0.7416,0.7392,0.0007,-0.0001,-0.0001,-0.0001,0,-0.0031,-0.0026,-0.0035,0.0002,0,0,0,0,0,0,0,0,155.7417,328,44,52.5433,0,0,0,0,499.2833,937,326,81.8198,35,40.3333,45,39,24.03,24.03,23.98
